App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Binaural Beats Therapy,It keeps closing I put background,Neutral,0.0,0.0
Binaural Beats Therapy,Simple feature packed works well adds. Thank You! 10/10,Neutral,0.0,0.357142857
Binaural Beats Therapy,Please add Solfeggio 6 healing tones frequency really work wonders,Positive,0.2,0.2
Brain Waves - Binaural Beats,"A godsend. Thank much app. I severe anxiety analytical mind, I struggle everyday disecting mental health trying rationalise nonsensical thoughts. I've discovered binaural beats past months first time life I escape able completely relax. This best brain wave I ever tried. I can't ever fully express words difference made life.",Positive,0.1875,0.363541667
Brain Waves - Binaural Beats,Good beats whatnot little frequent skips beats trying listen focus intolerable. If fixed give 5 stars. Humorously meditation preset worst,Positive,0.035416667,0.6
Brain Waves - Binaural Beats,"Really like app, especially select left right frequency, clicking sound maddening. Unfortunately makes unusable.",Positive,0.064285714,0.522619048
Brain Waves - Binaural Beats,"This works Far better 7 binaural I've tried...and truly effective placing brain frequency desired state. Plus, gives smart choices customize benefits w/ 6 brainwave states (Theta, Delta, Beta, etc.). It's hands winner.",Positive,0.353571429,0.735714286
Brain Waves - Binaural Beats,I love currently making disturbing static sound. Please fix this!?,Positive,0.2,0.62
Brain Waves - Binaural Beats,Love however issues today shutting opening up.,Positive,0.5,0.6
Brain Waves - Binaural Beats,If getting static clicks uninstall reinstall.,Positive,0.5,0.9
Brain Waves - Binaural Beats,"Managed get beta gamma state, Theta coordinate now.",Neutral,0.0,0.0
Brain Waves - Binaural Beats,Worked great last update. Now force closes soon runs.,Positive,0.4,0.408333333
Brain Waves - Binaural Beats,"Was able save SD update, I can't!",Positive,0.625,0.625
Brain Waves - Binaural Beats,It static,Positive,0.5,0.9
Brain Waves - Binaural Beats,It great mind focus !,Positive,1.0,0.75
Brain Waves - Binaural Beats,"Keep mind I never make reviews due go way them. I using long, I going way. I really like snappy, useful, powerful is. I've tried multiple different phone platforms even, multiple reasons. Whether meditation, focus work, relax, energy, beats seem trick!! No placebo effect either, true effects.",Positive,0.108333333,0.358333333
Brain Waves - Binaural Beats,"It helpful studies. I'm happy set time adjust beats also sessions saved already focus, sleep, etc. You also make beats save sessions. The problem I I can't set timer right like before. When I set 60 minutes, beats stop within 5. Hope fixed.",Positive,0.395238095,0.578571429
Brain Waves - Binaural Beats,"Not usually leave negative review latest update ruined me. It used run background issues, I get sleep, focus work, meditate... Now I can't makes horrible clicking interference noises soon I minimise turn phone off. You need fix asap.",Negative,-0.16875,0.6375
Brain Waves - Binaural Beats,"This would great app, especially napping I find periodic clicks extremely frustrating. First I thought phone, new S9, I got really disappointed. It makes sharp every minute, terribly beating purpose. Can something done this? I wonder.",Negative,-0.136079545,0.742234848
Brain Waves - Binaural Beats,Even I understand complete principle Binaural Beats helped relax focus full day work. Hope UI updated looks sleeker modern otherwise great app. No complaints.,Positive,0.3625,0.5
Brain Waves - Binaural Beats,"Great especially people struggling sleep. Fantastic results using Healing session Meditation session right waking up. The little bug I found timer starts right session chosen actual wave started, easy fix. Will alpha waves sessions future?",Positive,0.224140212,0.586640212
Brain Waves - Binaural Beats,Meh. I tried it. Frankly without lot blind testing I buy helpful brown noise appropriate music. Of course also subjective. So truly believe fly...,Positive,0.266666667,0.688888889
Brain Waves - Binaural Beats,"Good app, developer needs fix static sounding audio glitches.. horrible. FYI happens quite often screen off. When screen intermittent, bad audio glitches constant. Galaxy S9+",Negative,-0.1,0.7
Brain Waves - Binaural Beats,"I help relaxing. But, play it, sound isnt clear enough cracking sound annoying. First thought headphone. I try change another headphone, same.",Positive,0.05,0.43452381
Brain Waves - Binaural Beats,"I used iphone forever. Im glad I found verison. I definately credit saving sanity husbans life. With sleep room fan snore till wakes dead. It helps keep asleep, blocks noise. Music nature sounds keep awake, highly recommended!!!",Positive,0.204166667,0.646666667
Brain Waves - Binaural Beats,Why hell would crackling sounds used quiet meditation???!!! Just piss people? I dont get it? Every set head phones 4 different tablets phone. Even low volume!!!,Neutral,0.0,0.411111111
Brain Waves - Binaural Beats,Crackles noises background like short circuit. I'm using Samsung A5 2017. Otherwise would great app. Uninstalling. Maybe I'll circle back 6 months.,Positive,0.266666667,0.35
Brain Waves - Binaural Beats,I love fine tuning option layout clicking top. It's bad I'd rather listen 440hz meditation track cardi b BHAD BHABIE screaming background.,Positive,0.179166667,0.566666667
Brain Waves - Binaural Beats,"I used like app, lately Galaxy S8, full pops scratches like I'm listening old record. Literally makes unusable.",Positive,0.05,0.45
Brain Waves - Binaural Beats,I would give a5 5 would fix snapping crackling keeps happening. Otherwise what's point? What's even irritating numerous consumers left feedback still addressed,Negative,-0.133333333,0.433333333
Brain Waves - Binaural Beats,"So initial review negative open. I felt need bump It 3 stats far opened functions indicated. Another review come usage. MAJOR FYI - refuses open, check update. It say needs updated own.",Positive,0.066071429,0.557142857
Brain Waves - Binaural Beats,Any mode I select particular session. It work couple minutes stopped make sound. But timer keeps running. Even I try stop nothing happen.,Positive,0.283333333,0.366666667
Brain Waves - Binaural Beats,loves apps... first time like.. wth gonna set right Hz... anyone newly tis app.. pls preset.. felt dumb now..lol.. evrything set ready go.. tried afew options like relax sleep.. fully doesnt make u want stop cos irritated it.. kind like kept slide smooth open space ice clean surface something like tat..just dun know explain leeman terms. im sure u guys know wat im saying... point short test show progress im sure long run help me. hope help friends wif thier issues using tis apps.. safety seek advice ur GP ok u tis apps...just precaution im sure safe.. dun want anyone get hurt..thanks,Positive,0.269609037,0.580641234
Brain Waves - Binaural Beats,Installed note 8 tones annoying glitch sound every second. I Uninstall now! Fix I'll rewrite review.,Negative,-0.133333333,0.433333333
Brain Waves - Binaural Beats,Very responsive developers fixed incompatibility issue v5 64-bit devices within 24 hours sending feedback. Hats guys! All best!,Positive,0.441666667,0.266666667
Brain Waves - Binaural Beats,"Installed Asus Zenpad tablet - sound all. Simple re-installation solved problem, everything works should!",Positive,0.2,0.378571429
Brain Waves - Binaural Beats,This used great. Now stops abruptly open go homescreen. Please restore former version,Positive,0.266666667,0.416666667
Brain Waves - Binaural Beats,I using 3 weeks now. It made much calmer feel relaxed general. I commute 45 min I play relax preset meditation preset train every morning! Works like charm.,Positive,0.13125,0.35
Brain Waves - Binaural Beats,"pretty good, listening music feels good. But noise disturbed again. Do something noise.",Positive,0.55,0.733333333
Brain Waves - Binaural Beats,I feel asleep I dreamed I able control dream sounds effected mood every time I change tall asleep creator amazing times 10000,Positive,0.55,0.7625
Brain Waves - Binaural Beats,"By far best binaural even program I've ever used. Not really good presets also tweak around make binaural beats even little guide whenyou make helps know whatyou're kind effect likely have. I find genius better I searched for. I'm also commending developers making ads non intrusive tastefully placed. This somethingI've trying find years I started using binaural originally starting YouTube computer programs like audacity. You'll notice beats real legitimate listen headphone constant sound. If take find bud making best technically binaural beatbecause binaural beats made speakers brain gets confused two different tones played creates beat trying listen understandthem time. I apologize dysfunctional spacing comment. There's minor coding issue phone always automatically space proper times far there's update fix yet way annoying fix myself. I digress. Excellent app. I change thing it. Great job, developer!",Positive,0.195833333,0.551587302
Brain Waves - Binaural Beats,"would great, crash time, annoying trying meditate, getting focus",Neutral,0.0,0.825
Brain Waves - Binaural Beats,"I researched different waves brain help practical things everyday,and really effective.I used 3 months straight sleep sleep straight 4 hrs.I mainly BETA waves concentration DELTA deep sleep hve little hours sleep.After using waves recharged coming stressful day. I nver got distracted focused work,like iam multitasking 4 different system helpdesk tools ease.I suggested 3 co workers office.and gave positive feedbacks me.This staple devices.had using since 2016 Thank you.!!!",Positive,0.11367319,0.442087542
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax",Love app. I wish could set timer background sounds. The sleep meditation effective I often fall asleep sounds playing night causing phone overheat.,Positive,0.55,0.7
"Calm - Meditate, Sleep, Relax",Love it. Just wish change log updated every time. Also tablet support crazy. One screen landscape next portrait finally landscape playing. It's annoying.,Negative,-0.18,0.68
"Calm - Meditate, Sleep, Relax","It's pricey really helpful. I get yearly subscription I'd say 101% worth anxiety learning coping techniques handle panic attacks. If expect people everything free, like make spend time studio, free version really nice access version.",Positive,0.38,0.58
"Calm - Meditate, Sleep, Relax","I tried various meditation apps, never managing get regular meditation routine. The CALM changed me. I love huge selection guided meditations vary length. I loving making time meditate every day now!",Positive,0.325,0.629487179
"Calm - Meditate, Sleep, Relax","Said free. Immediately says ""7 day free trial, $59.99 monthly subscription"". Ridiculous",Positive,0.155555556,0.866666667
"Calm - Meditate, Sleep, Relax",Great anyone really wanting give meditation try. I've tried years without success. I'm 34th day row!,Positive,0.458333333,0.316666667
"Calm - Meditate, Sleep, Relax","Recommended health shop. New meditation I wasn't sure expect. I've found keeps calm, centered generally less irritable. Has brilliant deeper bit printable downloads challenges.",Positive,0.333939394,0.632020202
"Calm - Meditate, Sleep, Relax","Great app, I anxiety depression issues even first week helped greatly. I would definitely recommend it.",Positive,0.4625,0.583333333
"Calm - Meditate, Sleep, Relax",Waste time can't anything unless u pay £35/$ year =-(,Negative,-0.2,0.0
"Calm - Meditate, Sleep, Relax","Calm helps put sleep chase away ""monkey thoughts"". Thanks much app..keep good work!",Positive,0.305,0.35
"Calm - Meditate, Sleep, Relax","I absolutely love app! I every night go sleep, day I'm stressed.",Positive,0.625,0.6
"Calm - Meditate, Sleep, Relax",Way expensive something get free local library.,Negative,-0.033333333,0.5
"Calm - Meditate, Sleep, Relax",I thought I reviewing preview subscription Calm. I charged 59.99. I want refund!!! Very upset this.,Positive,0.39296875,0.525
"Calm - Meditate, Sleep, Relax",This really good. I never big fan meditation I insist day. It's worth trying 7 free days make mind.,Positive,0.35,0.4
"Calm - Meditate, Sleep, Relax",I used suffer insomnia college semester. I sleep app. I love Calm. Thanks decent service.,Positive,0.291666667,0.554166667
"Calm - Meditate, Sleep, Relax",I struggled stress..anxiety..and I couldn't sleep night..Came across life changing,Neutral,0.0,0.0
"Calm - Meditate, Sleep, Relax",I love app! Trying save money costs unlock premium. Can't wait I do.,Positive,0.625,0.6
"Calm - Meditate, Sleep, Relax",I like something new every day. And I choose meditation suited needs day.,Positive,0.136363636,0.454545455
"Calm - Meditate, Sleep, Relax",In short time helped focus mindfulness. I appreciate calming sounds also happy choice narration voice. Helpful reminders set keep track. So far I'm pleased!,Positive,0.38125,0.825
"Calm - Meditate, Sleep, Relax",Best get sleep. I light sleeper settle I less 10 minutes. Sometimes right away. Only free version far. Hopefully going get fuller version,Positive,0.288435374,0.628911565
"Calm - Meditate, Sleep, Relax",I tried meditation before. This easy I find guided meditation helpful. The narrator gently keeps track. My husband noticed difference perspective reaction environment.,Positive,0.316666667,0.816666667
"Calm - Meditate, Sleep, Relax","Amazing! I trouble starting practice own, I look forward it.",Positive,0.2875,0.55
"Calm - Meditate, Sleep, Relax","I love bedtime stories, they're perfect falling asleep to.",Positive,0.75,0.8
"Calm - Meditate, Sleep, Relax","Having never practiced mindfulness, great way start! So calming guidance really helps keep moment. Less stress, better sleep... I recommend!",Positive,0.414583333,0.379166667
"Calm - Meditate, Sleep, Relax",Love it! Has helped anxiety drastically,Positive,0.625,0.6
"Calm - Meditate, Sleep, Relax",Absolutely lobe perfect people like either issues stressing much sleep problems many things definitely worth I'm glad I came across ❤,Positive,0.45,0.616666667
"Calm - Meditate, Sleep, Relax","This wonder tool anything thats going person. Short relaxing, makes u feel brand new sessions.",Positive,0.068181818,0.377272727
"Calm - Meditate, Sleep, Relax",worked fine I paid $60 subscription fee locked completely wont let log account cant meditations. Will seeking remediation!,Positive,0.270833333,0.45
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax","Unfortunately, even let log in. I've uninstalled, restarted phone, tried Facebook log two emails. It keeps repeating 'There error' Oh well onto next",Negative,-0.25,0.5
"Calm - Meditate, Sleep, Relax","can't sign , lol... stupid",Positive,5.55e-17,0.85
"Calm - Meditate, Sleep, Relax",Now THIS truly wonderful app!,Positive,1.0,1.0
"Calm - Meditate, Sleep, Relax",I joy much,Positive,0.5,0.2
"Calm - Meditate, Sleep, Relax","I think complete waste money. If looking great meditation download. ( Insight Timer ) absolutely free Playstore, great community, get involved also choose much time free, moment time follow certain different types Meditation sessions. It's good, download, ( Insight Timer) best Playstore",Positive,0.401298701,0.524675325
"Calm - Meditate, Sleep, Relax","I never thought I would pay annual subscription app, worth every penny! The guided meditations helped develop regular meditation practice, I longer fall asleep without sleep stories! I love much I ever would imagined. And great content free version well. Definitely worth download!!!",Positive,0.408705357,0.375274725
"Calm - Meditate, Sleep, Relax","I love app. It taught much meditation brought much positivity life. My complaint guided meditation programs available free version. Many locks picture makes obvious premium content, almost everything else appears free realize first day whatever program is. That's little deceiving me. But I continue enjoy free unguided content I afford subscribe.",Positive,0.243269231,0.487179487
"Calm - Meditate, Sleep, Relax","I appreciate help slowing learn quiet mind. On daily meditation, I often can't understand saying, swallows words. It seem happen frequently even items app. But still helpful.",Positive,0.033333333,0.211111111
"Calm - Meditate, Sleep, Relax","Calm best meditation app! I insomnia issues weeks ago, recommended naturopath. I huge advocate meditation taking time myself. Sleeping stories great, guided meditation too. I moment I bells meditation scene background sound. Thank you, Calm! ❤",Positive,0.545833333,0.641666667
"Calm - Meditate, Sleep, Relax","Being pretty expensive, I reservations app, month I've concluded money well spent man. I'm complete beginner this, great guide. Try free version, works well you, definitely pay full - regret",Positive,0.1625,0.6
"Calm - Meditate, Sleep, Relax","I using Calm months now, 100% worth annual subscription. I find Tamara's voice soothing! I beginner meditating I started using app, changed life. I incorporated daily routine really helped feel present, greatly reduced anxiety depression! Can't say enough it. Give shot, beginners meditation, let frustrate you, master right away. Keep it!",Positive,0.279017857,0.354464286
"Calm - Meditate, Sleep, Relax","With recent update, removed ability play sound background indefinitely. This upsetting I sleep night. I hope time future bring back feature. As I might find replacement.",Positive,0.1,0.19375
"Calm - Meditate, Sleep, Relax","I used several months, free version. There lot get free (try breath bubble) go multiple programs, require paid subscription. So I treated yearly subscription I glad I did. I'd minimal meditation experience prior app. I deep breathing exercises really opened mind (ha!) helpful meditation be. The instructor pleasant voice sessions long. I recently offered buy full subscription daughter, much I like it.",Positive,0.191666667,0.44047619
"Calm - Meditate, Sleep, Relax",,,,
"Calm - Meditate, Sleep, Relax","Without paying subscription limited listening music meditation tracks. I tried free trial seven days, I think really worth paying quantity yearly/monthly. With subscription getting sleep stories rest locked mediation tracks. Both I see worth subscription. Maybe one-time payment even paying packs would better option. Too expensive is.",Positive,0.154761905,0.39047619
"Calm - Meditate, Sleep, Relax",Love app. I wish could set timer background sounds. The sleep meditation effective I often fall asleep sounds playing night causing phone overheat.,Positive,0.55,0.7
"Calm - Meditate, Sleep, Relax",Love it. Just wish change log updated every time. Also tablet support crazy. One screen landscape next portrait finally landscape playing. It's annoying.,Negative,-0.18,0.68
"Calm - Meditate, Sleep, Relax",Personally suffer anxiety since started meditating every day Calm subsided quiet bit. Calm fantastic help everyone. I used sleep stories unable sleep great.,Positive,0.185714286,0.611904762
"Calm - Meditate, Sleep, Relax","It's pricey really helpful. I get yearly subscription I'd say 101% worth anxiety learning coping techniques handle panic attacks. If expect people everything free, like make spend time studio, free version really nice access version.",Positive,0.38,0.58
"Calm - Meditate, Sleep, Relax","I tried various meditation apps, never managing get regular meditation routine. The CALM changed me. I love huge selection guided meditations vary length. I loving making time meditate every day now!",Positive,0.325,0.629487179
"Calm - Meditate, Sleep, Relax","Said free. Immediately says ""7 day free trial, $59.99 monthly subscription"". Ridiculous",Positive,0.155555556,0.866666667
"Calm - Meditate, Sleep, Relax",Great anyone really wanting give meditation try. I've tried years without success. I'm 34th day row!,Positive,0.458333333,0.316666667
"Calm - Meditate, Sleep, Relax","Recommended health shop. New meditation I wasn't sure expect. I've found keeps calm, centered generally less irritable. Has brilliant deeper bit printable downloads challenges.",Positive,0.333939394,0.632020202
"Calm - Meditate, Sleep, Relax","Great app, I anxiety depression issues even first week helped greatly. I would definitely recommend it.",Positive,0.4625,0.583333333
"Calm - Meditate, Sleep, Relax","This wonder tool anything thats going person. Short relaxing, makes u feel brand new sessions.",Positive,0.068181818,0.377272727
"Calm - Meditate, Sleep, Relax",Waste time can't anything unless u pay £35/$ year =-(,Negative,-0.2,0.0
"Calm - Meditate, Sleep, Relax","Calm helps put sleep chase away ""monkey thoughts"". Thanks much app..keep good work!",Positive,0.305,0.35
"Calm - Meditate, Sleep, Relax","I absolutely love app! I every night go sleep, day I'm stressed.",Positive,0.625,0.6
"Calm - Meditate, Sleep, Relax",Way expensive something get free local library.,Negative,-0.033333333,0.5
"Calm - Meditate, Sleep, Relax",I thought I reviewing preview subscription Calm. I charged 59.99. I want refund!!! Very upset this.,Positive,0.39296875,0.525
"Calm - Meditate, Sleep, Relax",This really good. I never big fan meditation I insist day. It's worth trying 7 free days make mind.,Positive,0.35,0.4
"Calm - Meditate, Sleep, Relax",I used suffer insomnia college semester. I sleep app. I love Calm. Thanks decent service.,Positive,0.291666667,0.554166667
"Calm - Meditate, Sleep, Relax",I struggled stress..anxiety..and I couldn't sleep night..Came across life changing,Neutral,0.0,0.0
"Calm - Meditate, Sleep, Relax",I love app! Trying save money costs unlock premium. Can't wait I do.,Positive,0.625,0.6
"Calm - Meditate, Sleep, Relax",I like something new every day. And I choose meditation suited needs day.,Positive,0.136363636,0.454545455
"Calm - Meditate, Sleep, Relax",In short time helped focus mindfulness. I appreciate calming sounds also happy choice narration voice. Helpful reminders set keep track. So far I'm pleased!,Positive,0.38125,0.825
"Calm - Meditate, Sleep, Relax",Best get sleep. I light sleeper settle I less 10 minutes. Sometimes right away. Only free version far. Hopefully going get fuller version,Positive,0.288435374,0.628911565
"Calm - Meditate, Sleep, Relax",I tried meditation before. This easy I find guided meditation helpful. The narrator gently keeps track. My husband noticed difference perspective reaction environment.,Positive,0.316666667,0.816666667
Calorie Counter & Diet Tracker,I really like since challenges keep track progress. I hard time knowing since exercises I'm low speed data videos show load kinda hard follow. I sent... Full Review,Negative,-0.006666667,0.426666667
Calorie Counter & Diet Tracker,"I like SparkPeople allows track nutrition I eating. I leg cramps knew I needed increase amount potasium I receive food, much I really needing. Using USDA nutrtion database I finding foods lot potasium tracking potasium consumption using SparksPeople. I also found good motivational tool loosing weight. Much, much easy keep track calories pencil paper! With SparkPeople, I hope I lose weight I need to, I before. Thank you!",Positive,0.525694444,0.544444444
Calorie Counter & Diet Tracker,It good accurate. I wish diverse food calorie intake I'm west African dont really know much calories consume. Also needs accuracy exercises well. Like doesnt know alot exercises know many calories burn. Also please add sauna. Thank,Positive,0.333333333,0.355555556
Calorie Counter & Diet Tracker,"Great tracking large food library. I really like scanner too, although always work. MY complaint carb count subtract fiber count net carbs, I'm constantly checking totals page see I'm doing. A net carb count would helpful us Ketosis.",Positive,0.130612245,0.273129252
Calorie Counter & Diet Tracker,"It unfortunate asked rate Sparkpeople fairly 1 hour usage. I think rating program come usage NOT simply downloads. Software developers, make sense you? Cool far. I look forward exploring more. Thank you, Gina Q",Positive,0.191666667,0.73452381
Calorie Counter & Diet Tracker,I used like stop using two months access internet. Now I try enter new weight lost 25 lbs since let me. And premium member screwed up!!!,Positive,0.266335227,0.454545455
Calorie Counter & Diet Tracker,I enjoy I paid premium eliminate ads. But still dam ads. They interrupt phone calls text messages unlock phone get rid access ads driving nuts. Don't pay 499 claim removes ads that's true!,Positive,0.41875,0.575
Calorie Counter & Diet Tracker,"I new app. Only 1 weeks in, I love support get sparklers. I enjoy coaching, community feed, keeps calories. I feel good tool help reach goal. I'm sure sparkle points.",Positive,0.372727273,0.673905724
Calorie Counter & Diet Tracker,I really like Spark shows many calories I'm eating meal + snacks calculates exercise too!! It also tells much weight I'll lose putting goals. I highly recommend all!,Positive,0.3453125,0.36
Calorie Counter & Diet Tracker,"I really like app. The problem I experienced updates. The last 2 updates totally wiped data I entered making start back day 1 again. If fix way bring back data, I going uninstall go find better one. I time again.",Positive,0.214285714,0.345238095
Calorie Counter & Diet Tracker,"Great app! Would highly recommend anyone wants track weight, eat, drink, exercise! The info great well! Disappointed review showing full name rather username. Please correct this.",Positive,0.335,0.573333333
Calorie Counter & Diet Tracker,Overall worked I intended do. I wanted something estimate calories guide food choices. I able recognize much eating I really doing. That said pain retype alot combination meals. I wish could store full meals. Other maybe better beginning wieght loss journey great.,Positive,0.303125,0.4
Calorie Counter & Diet Tracker,"The whole reason I got I minority actually looking gain weight I trying find good track calories automatically useless me. When setting goal loose 1 lb, loose 2lb, maintain weight? Why option gain 1lb, gain 2lb? Even calculating weights properly recognize calorie intake higher. Change let know I'll happy give fair review. Until review remain...",Positive,0.199615385,0.433846154
Calorie Counter & Diet Tracker,"It good. Much better laptop version terribly slow freezes computer. However things user friendly. They used trend line showed weight would time continued certain trend/calories, don't. Over all, okay.",Positive,0.331547619,0.511904762
Calorie Counter & Diet Tracker,"Easy track food, hard find daily weekly results. Food database large search algorithm leaves something desired. Since mainly crowd-sourced, amounts often imprecise, e.g. ""1 serving"", meaningless non-number.",Positive,0.003769841,0.52281746
Calorie Counter & Diet Tracker,"If looking let quickly add calories nutritional information, it. It's faster would think also lets scan food barcodes. It also give recommendations nutrition tailored weight loss goals. It's motivating.",Positive,0.333333333,0.5
Calorie Counter & Diet Tracker,Wish features regular site I love anyways! Losing lots weight staying motivated! One thing I noticed accurate nutrition information. Would love see get fixed,Positive,0.35625,0.422051282
Calorie Counter & Diet Tracker,,,,
Calorie Counter & Diet Tracker,"A simple, effective way track calorie intake well water exercise. Exercise calories burned automatically offsets daily consumption know many calories left hit minimum maximum. Supportive community great resource material. Best feature mealtime tracking reminder. feels stable safe.",Positive,0.433333333,0.467460317
Calorie Counter & Diet Tracker,"This still sucks 8 years I tried first time! Most food data incorrect check product labels light years behind extensive food data base ""my fitness pal"". Also scanning feature never works properly. Sad!!!",Negative,-0.158007813,0.608333333
Calorie Counter & Diet Tracker,"The pop-up ads beyond annoying. Also I'd really like see place actually journaling help mindful eating, without go computer online there.",Negative,-0.2,0.4
Calorie Counter & Diet Tracker,It finds everything I'm eating! Even weird stuff lol I like far sure. No pop ads either! Overall I like 2 I tried this. Nice work system/interface guysl,Positive,0.270833333,0.764814815
Calorie Counter & Diet Tracker,"The crashes lot phone now, friend newer phone works well her. I wish I could open offline too, I open I wifi. Also, bmr high. Overall useful though ig.",Positive,0.092,0.308
Calorie Counter & Diet Tracker,Why stop working 25th May 2018? This amazing I think they're making enough money it! Please keep going,Positive,0.3,0.7
Calorie Counter & Diet Tracker,Its great really easy I can't add food! How I supposed track food every time I try there's stupid network error I turned data make sure internet. It wasn't. Its app. Makes sad I would love app.,Positive,0.173611111,0.84537037
Calorie Counter & Diet Tracker,"I like three stars however, seems like update something usually goes wrong like yesterday updated tells error connection timed out. I checked connection end. Someone please help. UPDATE spark people got back overnight thank that. I turned phone started working again. All stuff still there. I rely tell reached protein goals calories helpful tool helping keep track weight loss exercises. Thank great helping lose 130 pounds!",Positive,0.0625,0.475
Calorie Counter & Diet Tracker,"The simply work. It kept telling I connected internet, I set goals. Worthless!",Negative,-0.5,0.628571429
Calorie Counter & Diet Tracker,"It's great I enter I ate everything else done me. So I'm rushing around I quickly enter foods tells many calories I left. Also breaks need improve nutrition, exercise, etc. Love it.",Positive,0.426666667,0.47
Calorie Counter & Diet Tracker,"New app, loss 5lbs already. I amazed support members give. Still learning ropes hey, I seen results within first 4 days. Best health app.",Positive,0.462121212,0.362626263
Calorie Counter & Diet Tracker,"I issues first. Now I do. Had get new phone. Apparently record buying premium version. Since I closed account started another account. Now record. So, careful keep record. I record google play.",Positive,0.047272727,0.447575758
Calorie Counter & Diet Tracker,"Great app, helps lot tracking dieting make small changes along way. Couple requests improvements. 1. Please let us edit grouped food saved. Edit name items. 2. Improve scanning functionality items scans wrong allow us edit make custom item addition flagging innaccurate.",Positive,0.016666667,0.683333333
Calorie Counter & Diet Tracker,"Extremely overweight tired it. Thought I well I installed app. Now least I aware many calories, etc I consuming. That helps alot. And I know I alone this. That helps. I like keeping track I burn I excercise. Very easy use.",Positive,0.081388889,0.641666667
Calorie Counter & Diet Tracker,"This improves time. In years I've it, I've seen go bulky, difficult slow streamlined, easy efficient! I love look forward tracking activity food intake interacting members! It free makes amazing! Thank Sparkpeople tireless interest gracious work helping others improve lives!!!",Positive,0.294444444,0.755555556
Calorie Counter & Diet Tracker,"Kept getting error messages whilst trying set up. Uninstalled tried problem kept happening. So uninstalled good, can't arsed things work properly especially first time using it.",Positive,0.6,0.633333333
Calorie Counter & Diet Tracker,"This great tracking everything, home page keeps motivated. But lot nutrition info database incorrect. I've manually input lot nutrition facts.",Positive,0.8,0.75
Calorie Counter & Diet Tracker,I started year ago child gained almost 50 pounds 110 weighted 158 pound. I started following calories working 132 pounds im back weight loss. I want get 110 again.. Thank spark. You changed life.,Neutral,0.0,0.05
Calorie Counter & Diet Tracker,"Every time I try put info hit save gives error. I used many years ago, enjoyed it. Now I cant anything it.",Positive,0.5,0.6
Calorie Counter & Diet Tracker,"This site great, I log food daily. Also counts calories eat restaurants recipes get site. You also create recipes.",Positive,0.4,0.375
Calorie Counter & Diet Tracker,"Much easier another well known app, compromised. Very easy copy like meals another day - big time saver. Also easier add foods recipe from. Great app!",Positive,0.440833333,0.5125
Calorie Counter & Diet Tracker,I love reminds track food I've missed logging in. I wish way log 6 meals snacks versus 4 options provided (Breakfast/Lunch/Dinner Snack). I love challenges I get see sucess stories!,Positive,0.5625,0.6
Calorie Counter & Diet Tracker,"I really hard time logging there's customer support, even website. Normally works great disappointed happening.",Negative,-0.022916667,0.672916667
Calorie Counter & Diet Tracker,It brilliant IDIOT decided stop available anyone EU cannot bothered work SIMPLE new GDPR rules are!!! They literally cut tens thousands long term customers!,Positive,0.117305871,0.568614719
Calorie Counter & Diet Tracker,I've using weeks now. I My Fitness Pal user years. But I found I like now. I accurate serving counts log food whereas MFP seemingly lost feature decimals. It's interactive social. I gave 4 stars instead 5 food database comprehensive accurate I'd like.,Positive,0.277777778,0.444444444
Calorie Counter & Diet Tracker,Wish I paying hundreds weight watchers. Its even better breaks food readable components. Love it!,Positive,0.5625,0.55
Calorie Counter & Diet Tracker,Easier track calories points. Only thing I wish option type UPC code. Sometimes scanner hard time reading it.,Negative,-0.145833333,0.770833333
Calorie Counter & Diet Tracker,I've tried several good ones best best! It's actually fun notifying things I committed gives much needed push.,Positive,0.533333333,0.266666667
Calorie Counter & Diet Tracker,This helped keep track I eating caloric level nutritional level. I suggest anyone wanting see regular level...try tracking. It's good way see need alter eating habits find way get behind both!,Positive,0.066666667,0.458974359
Calorie Counter & Diet Tracker,"I absolutely love SparkPeople! I even showed boyfriend said might even it. The fact tens articles posted every day wonderful. I earn spark points get little trophies , phone version real trophy I'm winning , body. I HIGHLY recommend app. Though, I question, new, wonderful feature meal planning, I look forward weeks time see suggested meals, really helps give idea butt I wondering way tell I allergic eat suggestions made. Am I able that? Thank advance!",Positive,0.425886364,0.596954545
Calorie Counter & Diet Tracker,This easy needing already listed. Still things I used I get needed done have.,Positive,0.433333333,0.833333333
Calorie Counter & Diet Tracker,"The really helpful motivational! However, would nice option kilojoules instead calories metric system determining long exercise (eg min/km min/mile)",Positive,0.266666667,0.533333333
